order_line_id,order_id,order_date,order_status,customer_id,fullname,state,product_id,product_name,category,price,quantity,campaign_id,channel,budget
12712-9CCI55-2,12712-9CCI55,2017-04-04,Shipped,12712,Meridith Lalor,TX,340,Peril,Home,11.66,1,,,
11372-4KUJ43-1,11372-4KUJ43,2015-10-25,Completed,11372,Emmett Mardy,FL,130,Slacks,Clothing,30.08,1,,,
11372-4KUJ43-2,11372-4KUJ43,2015-10-25,Completed,11372,Emmett Mardy,FL,220,Compglass,Electronics,45.5,1,,,
11372-4KUJ43-3,11372-4KUJ43,2015-10-25,Completed,11372,Emmett Mardy,FL,120,Polo Shirt,Clothing,36.36,1,,,
11372-4KUJ43-4,11372-4KUJ43,2015-10-25,Completed,11372,Emmett Mardy,FL,210,Artego,Electronics,98.0,1,,,
11372-4KUJ43-5,11372-4KUJ43,2015-10-25,Completed,11372,Emmett Mardy,FL,150,Skirt,Clothing,21.09,1,,,
12720-4JPM73-1,12720-4JPM73,2015-07-13,Shipped,12720,Grange Middiff,CT,340,Peril,Home,13.09,1,,,
12720-4JPM73-2,12720-4JPM73,2015-07-13,Shipped,12720,Grange Middiff,CT,140,Shorts,Clothing,26.22,3,,,
12720-4JPM73-3,12720-4JPM73,2015-07-13,Shipped,12720,Grange Middiff,CT,130,Slacks,Clothing,33.28,1,,,
11455-4GJH68-1,11455-4GJH68,2018-06-08,Completed,11455,Shaina Culpen,TX,140,Shorts,Clothing,23.69,1,,,
11484-5QCP94-1,11484-5QCP94,2016-09-02,Completed,11484,Henryetta Fulger,ID,220,Compglass,Electronics,61.0,4,,,
12401-2CZF97-1,12401-2CZF97,2018-06-24,Shipped,12401,Hank Coles,IN,220,Compglass,Electronics,57.5,1,,,
11074-3WOI30-1,11074-3WOI30,2017-11-25,Shipped,11074,Cristian Dobell,TX,160,T-Shirt,Clothing,17.28,1,,,
11817-3VAS81-1,11817-3VAS81,2018-02-12,Completed,11817,Meriel Siddall,TX,160,T-Shirt,Clothing,15.36,1,10057,Mobile Ad,800
11817-3VAS81-2,11817-3VAS81,2018-02-12,Completed,11817,Meriel Siddall,TX,230,Magnemo,Electronics,73.5,1,10057,Mobile Ad,800
11817-3VAS81-3,11817-3VAS81,2018-02-12,Completed,11817,Meriel Siddall,TX,120,Polo Shirt,Clothing,31.32,1,10057,Mobile Ad,800
11817-3VAS81-4,11817-3VAS81,2018-02-12,Completed,11817,Meriel Siddall,TX,240,PortaCode,Electronics,26.5,1,10057,Mobile Ad,800
11350-7OPW94-1,11350-7OPW94,2019-05-11,Completed,11350,Gibbie Roja,CA,220,Compglass,Electronics,50.5,1,,,
10001-0WLN09-1,10001-0WLN09,2016-03-25,Shipped,10001,Gerrie Castelli,NY,320,ChalkTalk,Home,62.04,3,,,
10001-0WLN09-2,10001-0WLN09,2016-03-25,Shipped,10001,Gerrie Castelli,NY,140,Shorts,Clothing,24.38,1,,,
10001-0WLN09-3,10001-0WLN09,2016-03-25,Shipped,10001,Gerrie Castelli,NY,160,T-Shirt,Clothing,17.92,1,,,
12739-2ZFA02-1,12739-2ZFA02,2019-06-01,Shipped,12739,Fredia Faulconbridge,IN,150,Skirt,Clothing,19.95,1,,,
12138-2RNG96-1,12138-2RNG96,2015-06-27,Shipped,12138,Bibbye Bartolomeazzi,FL,140,Shorts,Clothing,20.7,1,10010,Aggregator,700
12138-2RNG96-2,12138-2RNG96,2015-06-27,Shipped,12138,Bibbye Bartolomeazzi,FL,320,ChalkTalk,Home,71.28,1,10010,Aggregator,700
12138-2RNG96-3,12138-2RNG96,2015-06-27,Shipped,12138,Bibbye Bartolomeazzi,FL,240,PortaCode,Electronics,23.5,1,10010,Aggregator,700
10728-7CTD32-1,10728-7CTD32,2017-11-13,Shipped,10728,Wanids Medlicott,NY,320,ChalkTalk,Home,79.2,1,,,
12803-1JQL67-1,12803-1JQL67,2018-08-11,Completed,12803,Parke Pulman,DC,150,Skirt,Clothing,16.91,1,,,
11751-1ZTC08-1,11751-1ZTC08,2018-04-23,Shipped,11751,Fabe Fardy,KS,140,Shorts,Clothing,23.69,1,,,
11711-8NGQ74-1,11711-8NGQ74,2015-10-03,Completed,11711,Godwin Cain,CT,110,Pullover,Clothing,46.33,3,,,
11711-8NGQ74-2,11711-8NGQ74,2015-10-03,Completed,11711,Godwin Cain,CT,230,Magnemo,Electronics,77.25,4,,,
10156-6AHV09-1,10156-6AHV09,2016-11-02,Shipped,10156,Chandra Cosin,CA,330,Optique,Home,95.04,1,,,
12572-2NPW62-1,12572-2NPW62,2020-04-06,Shipped,12572,Clarence Paslow,FL,160,T-Shirt,Clothing,12.8,1,,,
10574-6JLY90-1,10574-6JLY90,2015-09-01,Completed,10574,Quintus Grundwater,UT,330,Optique,Home,97.02,1,,,
10856-3ROF40-1,10856-3ROF40,2017-12-26,Completed,10856,Tatiania Hoys,CO,330,Optique,Home,112.86,1,,,
12620-1QTY33-1,12620-1QTY33,2017-12-23,Completed,12620,Rhetta Larkcum,MA,240,PortaCode,Electronics,25.0,1,,,
12620-1QTY33-2,12620-1QTY33,2017-12-23,Completed,12620,Rhetta Larkcum,MA,230,Magnemo,Electronics,75.75,1,,,
12620-1QTY33-3,12620-1QTY33,2017-12-23,Completed,12620,Rhetta Larkcum,MA,310,Applica,Home,32.67,1,,,
10761-2HZW18-1,10761-2HZW18,2017-11-01,Shipped,10761,Allard Balsdon,ME,310,Applica,Home,29.7,1,,,
10913-2QVY15-1,10913-2QVY15,2019-02-04,Shipped,10913,Thorvald Gobbett,TX,330,Optique,Home,84.15,1,,,
12990-2HQZ18-1,12990-2HQZ18,2018-02-03,Shipped,12990,Neda Malamore,GA,330,Optique,Home,91.08,1,,,
11905-6SUA39-1,11905-6SUA39,2020-10-02,Completed,11905,Angelo Dansey,OH,240,PortaCode,Electronics,26.5,1,,,
12787-4WEM75-1,12787-4WEM75,2017-03-08,Shipped,12787,Meg Brumham,SC,160,T-Shirt,Clothing,16.64,1,,,
10203-4CYO30-1,10203-4CYO30,2016-10-25,Shipped,10203,Aundrea Kerridge,IL,160,T-Shirt,Clothing,14.72,1,,,
10996-7TUT90-1,10996-7TUT90,2018-06-18,Shipped,10996,Yorke Bewfield,WV,140,Shorts,Clothing,21.39,1,,,
10996-7TUT90-2,10996-7TUT90,2018-06-18,Shipped,10996,Yorke Bewfield,WV,220,Compglass,Electronics,46.5,1,,,
10996-7TUT90-3,10996-7TUT90,2018-06-18,Shipped,10996,Yorke Bewfield,WV,240,PortaCode,Electronics,25.75,2,,,
10169-2QSE84-1,10169-2QSE84,2016-12-21,Shipped,10169,Risa Kohlert,CO,230,Magnemo,Electronics,66.0,1,,,
11540-5FHB26-1,11540-5FHB26,2020-09-06,Shipped,11540,Kath Affron,CT,240,PortaCode,Electronics,26.25,1,,,
11540-5FHB26-2,11540-5FHB26,2020-09-06,Shipped,11540,Kath Affron,CT,310,Applica,Home,29.7,1,,,
11540-5FHB26-3,11540-5FHB26,2020-09-06,Shipped,11540,Kath Affron,CT,130,Slacks,Clothing,36.16,1,,,
11540-5FHB26-4,11540-5FHB26,2020-09-06,Shipped,11540,Kath Affron,CT,240,PortaCode,Electronics,27.0,1,,,
11540-5FHB26-5,11540-5FHB26,2020-09-06,Shipped,11540,Kath Affron,CT,160,T-Shirt,Clothing,15.2,4,,,
10489-5FBV89-1,10489-5FBV89,2016-07-13,Shipped,10489,Port Meiklejohn,MA,150,Skirt,Clothing,16.91,1,,,
12523-5BJM67-1,12523-5BJM67,2020-08-20,Shipped,12523,Erny Late,GA,230,Magnemo,Electronics,76.5,1,,,
12523-5BJM67-2,12523-5BJM67,2020-08-20,Shipped,12523,Erny Late,GA,230,Magnemo,Electronics,75.0,1,,,
12523-5BJM67-3,12523-5BJM67,2020-08-20,Shipped,12523,Erny Late,GA,230,Magnemo,Electronics,67.5,1,,,
12523-5BJM67-4,12523-5BJM67,2020-08-20,Shipped,12523,Erny Late,GA,230,Magnemo,Electronics,59.25,1,,,
10024-2QNZ88-1,10024-2QNZ88,2016-12-12,Completed,10024,Emmerich Mangenet,GA,140,Shorts,Clothing,19.78,1,,,
11043-7HZZ66-1,11043-7HZZ66,2016-12-13,Shipped,11043,Gene Niland,PA,160,T-Shirt,Clothing,15.68,1,,,
11020-3NHD41-1,11020-3NHD41,2018-04-01,Shipped,11020,Arley Bedingfield,CA,340,Peril,Home,12.32,1,10060,In-game,1400
11020-3NHD41-2,11020-3NHD41,2018-04-01,Shipped,11020,Arley Bedingfield,CA,150,Skirt,Clothing,15.2,1,10060,In-game,1400
10586-9UZT46-1,10586-9UZT46,2018-09-16,Completed,10586,Mervin Hetterich,TX,150,Skirt,Clothing,16.15,1,,,
10586-9UZT46-2,10586-9UZT46,2018-09-16,Completed,10586,Mervin Hetterich,TX,120,Polo Shirt,Clothing,28.44,1,,,
12053-3XYI03-1,12053-3XYI03,2020-11-08,Shipped,12053,Tine Crampsey,NY,320,ChalkTalk,Home,64.02,1,,,
12053-3XYI03-2,12053-3XYI03,2020-11-08,Shipped,12053,Tine Crampsey,NY,130,Slacks,Clothing,33.92,1,,,
12053-3XYI03-3,12053-3XYI03,2020-11-08,Shipped,12053,Tine Crampsey,NY,340,Peril,Home,12.76,1,,,
12053-3XYI03-4,12053-3XYI03,2020-11-08,Shipped,12053,Tine Crampsey,NY,240,PortaCode,Electronics,23.5,1,,,
12053-3XYI03-5,12053-3XYI03,2020-11-08,Shipped,12053,Tine Crampsey,NY,140,Shorts,Clothing,25.07,1,,,
12624-7FTH20-1,12624-7FTH20,2017-09-12,Completed,12624,Krista Strudwick,NC,340,Peril,Home,11.44,1,,,
10165-2OGC25-1,10165-2OGC25,2019-08-20,Shipped,10165,Louis Ros,AZ,230,Magnemo,Electronics,81.0,1,,,
10165-2OGC25-2,10165-2OGC25,2019-08-20,Shipped,10165,Louis Ros,AZ,410,Biolid,Outdoor,257.6,1,,,
11343-9NDV10-1,11343-9NDV10,2019-06-18,Completed,11343,Veda Leigh,MS,330,Optique,Home,97.02,1,,,
12708-2RQJ32-1,12708-2RQJ32,2015-04-13,Shipped,12708,Filberto Tunna,IN,140,Shorts,Clothing,27.14,1,,,
12832-8NNX30-1,12832-8NNX30,2016-11-25,Shipped,12832,Chauncey Sivorn,PA,140,Shorts,Clothing,20.24,1,,,
12215-7VGW93-1,12215-7VGW93,2017-02-23,Shipped,12215,Nealy Cuxon,TX,230,Magnemo,Electronics,66.0,1,10040,LinkedIn Group,1400
12215-7VGW93-2,12215-7VGW93,2017-02-23,Shipped,12215,Nealy Cuxon,TX,340,Peril,Home,11.55,1,10040,LinkedIn Group,1400
12215-7VGW93-3,12215-7VGW93,2017-02-23,Shipped,12215,Nealy Cuxon,TX,410,Biolid,Outdoor,239.2,1,10040,LinkedIn Group,1400
12711-9HYI35-1,12711-9HYI35,2016-06-11,Completed,12711,Silvester Thurlby,NY,130,Slacks,Clothing,31.36,3,,,
12711-9HYI35-2,12711-9HYI35,2016-06-11,Completed,12711,Silvester Thurlby,NY,230,Magnemo,Electronics,82.5,1,,,
11200-9HQG64-1,11200-9HQG64,2017-12-27,Completed,11200,Phillida Gedney,CO,230,Magnemo,Electronics,69.0,1,,,
11200-9HQG64-2,11200-9HQG64,2017-12-27,Completed,11200,Phillida Gedney,CO,130,Slacks,Clothing,29.12,1,,,
12220-9JQV25-1,12220-9JQV25,2015-06-19,Completed,12220,Iona Chatan,NY,160,T-Shirt,Clothing,17.92,2,,,
12022-3ZVS70-1,12022-3ZVS70,2016-04-07,Completed,12022,Aguie Rawsthorne,PA,220,Compglass,Electronics,51.0,2,,,
12022-3ZVS70-2,12022-3ZVS70,2016-04-07,Completed,12022,Aguie Rawsthorne,PA,420,Elentrix,Outdoor,432.0,1,,,
12022-3ZVS70-3,12022-3ZVS70,2016-04-07,Completed,12022,Aguie Rawsthorne,PA,110,Pullover,Clothing,34.44,1,,,
12022-3ZVS70-4,12022-3ZVS70,2016-04-07,Completed,12022,Aguie Rawsthorne,PA,330,Optique,Home,116.82,1,,,
12251-9KQM72-1,12251-9KQM72,2019-07-04,Shipped,12251,Dasha Norrey,MA,120,Polo Shirt,Clothing,37.08,1,,,
12943-4YPU92-1,12943-4YPU92,2016-04-03,Shipped,12943,Phyllis Fancutt,FL,320,ChalkTalk,Home,52.8,1,,,
12051-6IJZ27-1,12051-6IJZ27,2020-06-09,Shipped,12051,Earvin Doudny,MO,220,Compglass,Electronics,52.0,1,10100,LinkedIn Post,1400
12051-6IJZ27-2,12051-6IJZ27,2020-06-09,Shipped,12051,Earvin Doudny,MO,160,T-Shirt,Clothing,16.64,1,10100,LinkedIn Post,1400
12051-6IJZ27-3,12051-6IJZ27,2020-06-09,Shipped,12051,Earvin Doudny,MO,120,Polo Shirt,Clothing,37.8,1,10100,LinkedIn Post,1400
10583-3TVW05-1,10583-3TVW05,2019-09-07,Shipped,10583,Klaus Hawarden,SC,330,Optique,Home,115.83,1,,,
11703-9MKH65-1,11703-9MKH65,2018-01-08,Completed,11703,Jodie Iorns,IN,120,Polo Shirt,Clothing,34.56,1,10056,Content marketing,2800
11703-9MKH65-2,11703-9MKH65,2018-01-08,Completed,11703,Jodie Iorns,IN,340,Peril,Home,9.9,1,10056,Content marketing,2800
11703-9MKH65-3,11703-9MKH65,2018-01-08,Completed,11703,Jodie Iorns,IN,160,T-Shirt,Clothing,14.24,1,10056,Content marketing,2800
11703-9MKH65-4,11703-9MKH65,2018-01-08,Completed,11703,Jodie Iorns,IN,240,PortaCode,Electronics,24.25,1,10056,Content marketing,2800
11703-9MKH65-5,11703-9MKH65,2018-01-08,Completed,11703,Jodie Iorns,IN,410,Biolid,Outdoor,248.4,1,10056,Content marketing,2800
11703-9MKH65-6,11703-9MKH65,2018-01-08,Completed,11703,Jodie Iorns,IN,130,Slacks,Clothing,29.76,1,10056,Content marketing,2800
11703-9MKH65-7,11703-9MKH65,2018-01-08,Completed,11703,Jodie Iorns,IN,240,PortaCode,Electronics,27.75,2,10056,Content marketing,2800
12380-7GYU10-1,12380-7GYU10,2016-08-22,Shipped,12380,Andrej Bendel,DE,240,PortaCode,Electronics,25.25,1,,,
11239-4IDX13-1,11239-4IDX13,2018-08-26,Shipped,11239,Karney Digwood,CA,120,Polo Shirt,Clothing,33.84,3,,,
11239-4IDX13-2,11239-4IDX13,2018-08-26,Shipped,11239,Karney Digwood,CA,240,PortaCode,Electronics,29.5,1,,,
10801-1KBB63-1,10801-1KBB63,2017-05-23,Shipped,10801,Lester Naisby,DC,230,Magnemo,Electronics,71.25,1,,,
12758-8RFY45-1,12758-8RFY45,2018-09-26,Shipped,12758,Moses Faltskog,NY,160,T-Shirt,Clothing,15.04,1,10069,Hold Message,2400
12758-8RFY45-2,12758-8RFY45,2018-09-26,Shipped,12758,Moses Faltskog,NY,140,Shorts,Clothing,24.84,1,10069,Hold Message,2400
12686-4PUP21-1,12686-4PUP21,2016-08-27,Shipped,12686,Kendall Simoneschi,VA,150,Skirt,Clothing,22.04,1,,,
12686-4PUP21-2,12686-4PUP21,2016-08-27,Shipped,12686,Kendall Simoneschi,VA,220,Compglass,Electronics,48.0,1,,,
10508-3JJO85-1,10508-3JJO85,2020-04-07,Shipped,10508,Grace Vasyukhichev,KY,330,Optique,Home,115.83,2,,,
10508-3JJO85-2,10508-3JJO85,2020-04-07,Shipped,10508,Grace Vasyukhichev,KY,160,T-Shirt,Clothing,17.28,1,,,
10508-3JJO85-3,10508-3JJO85,2020-04-07,Shipped,10508,Grace Vasyukhichev,KY,230,Magnemo,Electronics,86.25,1,,,
10508-3JJO85-4,10508-3JJO85,2020-04-07,Shipped,10508,Grace Vasyukhichev,KY,120,Polo Shirt,Clothing,23.76,1,,,
11316-9TJL32-1,11316-9TJL32,2015-06-08,Completed,11316,Dunc MacKartan,KY,140,Shorts,Clothing,23.69,1,,,
11316-9TJL32-2,11316-9TJL32,2015-06-08,Completed,11316,Dunc MacKartan,KY,130,Slacks,Clothing,35.52,4,,,
11038-1LAI22-1,11038-1LAI22,2015-12-25,Completed,11038,Micki Critten,IL,330,Optique,Home,106.92,1,,,
11038-1LAI22-2,11038-1LAI22,2015-12-25,Completed,11038,Micki Critten,IL,230,Magnemo,Electronics,78.75,1,,,
11038-1LAI22-3,11038-1LAI22,2015-12-25,Completed,11038,Micki Critten,IL,140,Shorts,Clothing,19.32,1,,,
11038-1LAI22-4,11038-1LAI22,2015-12-25,Completed,11038,Micki Critten,IL,210,Artego,Electronics,102.0,1,,,
12917-6QJF97-1,12917-6QJF97,2017-05-24,Shipped,12917,Joly Ber,TX,110,Pullover,Clothing,40.59,1,,,
12917-6QJF97-2,12917-6QJF97,2017-05-24,Shipped,12917,Joly Ber,TX,340,Peril,Home,10.01,1,,,
13000-7PUS62-1,13000-7PUS62,2016-12-25,Shipped,13000,Gabbie Paddeley,VA,330,Optique,Home,109.89,4,,,
11736-7RGU18-1,11736-7RGU18,2015-03-28,Shipped,11736,Rickey Brettel,NV,340,Peril,Home,11.77,1,,,
12672-4WOZ50-1,12672-4WOZ50,2019-02-09,Completed,12672,Austine Grzelewski,AL,150,Skirt,Clothing,17.48,1,10076,Telesales,42200
12672-4WOZ50-2,12672-4WOZ50,2019-02-09,Completed,12672,Austine Grzelewski,AL,150,Skirt,Clothing,19.95,1,10076,Telesales,42200
12672-4WOZ50-3,12672-4WOZ50,2019-02-09,Completed,12672,Austine Grzelewski,AL,230,Magnemo,Electronics,72.75,1,10076,Telesales,42200
11068-4MDU93-1,11068-4MDU93,2019-02-21,Shipped,11068,Anna-diane Ellison,CA,160,T-Shirt,Clothing,17.12,1,,,
12516-2OEO43-1,12516-2OEO43,2019-08-08,Cancelled,12516,Jany Nield,GA,340,Peril,Home,11.22,1,,,
12516-2OEO43-2,12516-2OEO43,2019-08-08,Cancelled,12516,Jany Nield,GA,330,Optique,Home,80.19,1,,,
12516-2OEO43-3,12516-2OEO43,2019-08-08,Cancelled,12516,Jany Nield,GA,150,Skirt,Clothing,16.53,1,,,
12516-2OEO43-4,12516-2OEO43,2019-08-08,Cancelled,12516,Jany Nield,GA,160,T-Shirt,Clothing,15.52,1,,,
12630-6KLL47-1,12630-6KLL47,2018-10-14,Shipped,12630,Daune Batchley,NV,240,PortaCode,Electronics,25.75,2,,,
10829-9QXW47-1,10829-9QXW47,2016-04-25,Shipped,10829,Fairfax Ganniclifft,CA,140,Shorts,Clothing,24.84,2,,,
11846-4MPN93-1,11846-4MPN93,2015-02-11,Shipped,11846,Edik Carleton,NJ,140,Shorts,Clothing,20.24,1,,,
11846-4MPN93-2,11846-4MPN93,2015-02-11,Shipped,11846,Edik Carleton,NJ,320,ChalkTalk,Home,63.36,1,,,
11025-3IUX54-1,11025-3IUX54,2015-12-26,Shipped,11025,Benyamin Elcoate,AZ,150,Skirt,Clothing,22.42,1,,,
10701-2OUY13-1,10701-2OUY13,2018-05-01,Shipped,10701,Sergent Willoway,CA,150,Skirt,Clothing,21.66,1,,,
10701-2OUY13-2,10701-2OUY13,2018-05-01,Shipped,10701,Sergent Willoway,CA,110,Pullover,Clothing,42.23,1,,,
10485-9XHW88-1,10485-9XHW88,2016-10-21,Shipped,10485,Hillier Cattell,WA,130,Slacks,Clothing,34.24,1,,,
10485-9XHW88-2,10485-9XHW88,2016-10-21,Shipped,10485,Hillier Cattell,WA,220,Compglass,Electronics,52.0,1,,,
10485-9XHW88-3,10485-9XHW88,2016-10-21,Shipped,10485,Hillier Cattell,WA,210,Artego,Electronics,115.0,1,,,
12930-2YZD40-1,12930-2YZD40,2015-12-01,Completed,12930,Carleen De Roos,CA,140,Shorts,Clothing,22.08,1,,,
11395-0XFI80-1,11395-0XFI80,2019-01-12,Completed,11395,Marisa Breeder,TX,120,Polo Shirt,Clothing,34.2,2,,,
12617-6GQD83-1,12617-6GQD83,2016-09-16,Completed,12617,Jillian Mariner,MN,130,Slacks,Clothing,32.64,1,,,
12617-6GQD83-2,12617-6GQD83,2016-09-16,Completed,12617,Jillian Mariner,MN,440,Neptide,Outdoor,1134.0,1,,,
11127-3WBB45-1,11127-3WBB45,2020-05-06,Shipped,11127,Bartolemo Ioannou,TX,120,Polo Shirt,Clothing,32.76,1,,,
10489-0KPC41-1,10489-0KPC41,2019-03-25,Completed,10489,Port Meiklejohn,MA,330,Optique,Home,97.02,1,,,
10893-4OVR89-1,10893-4OVR89,2016-11-27,Shipped,10893,Quintus Bolesworth,FL,410,Biolid,Outdoor,278.3,1,,,
11191-5SBR99-1,11191-5SBR99,2016-08-24,Shipped,11191,Garey Compston,CA,230,Magnemo,Electronics,75.0,1,10031,POS displays,5200
11191-5SBR99-2,11191-5SBR99,2016-08-24,Shipped,11191,Garey Compston,CA,140,Shorts,Clothing,23.23,1,10031,POS displays,5200
11191-5SBR99-3,11191-5SBR99,2016-08-24,Shipped,11191,Garey Compston,CA,120,Polo Shirt,Clothing,37.08,1,10031,POS displays,5200
11191-5SBR99-4,11191-5SBR99,2016-08-24,Shipped,11191,Garey Compston,CA,410,Biolid,Outdoor,216.2,1,10031,POS displays,5200
11191-5SBR99-5,11191-5SBR99,2016-08-24,Shipped,11191,Garey Compston,CA,140,Shorts,Clothing,24.38,1,10031,POS displays,5200
11074-4FTB95-1,11074-4FTB95,2020-06-03,Shipped,11074,Cristian Dobell,TX,420,Elentrix,Outdoor,528.0,1,,,
10380-9UCU65-1,10380-9UCU65,2015-03-08,Shipped,10380,Emeline Stollmeyer,KY,150,Skirt,Clothing,18.24,1,,,
10380-9UCU65-2,10380-9UCU65,2015-03-08,Shipped,10380,Emeline Stollmeyer,KY,230,Magnemo,Electronics,70.5,1,,,
10184-4VGG39-1,10184-4VGG39,2018-09-13,Shipped,10184,Isacco Readshall,DC,130,Slacks,Clothing,32.96,1,,,
12653-2KQE49-1,12653-2KQE49,2017-10-10,Shipped,12653,Meara Lovewell,SC,160,T-Shirt,Clothing,13.6,1,,,
12653-2KQE49-2,12653-2KQE49,2017-10-10,Shipped,12653,Meara Lovewell,SC,110,Pullover,Clothing,43.46,1,,,
11322-7HBF80-1,11322-7HBF80,2019-06-21,Completed,11322,Liz Trousdale,CA,230,Magnemo,Electronics,91.5,1,,,
12775-1DFB17-1,12775-1DFB17,2020-12-25,Shipped,12775,Craggy Martins,GA,320,ChalkTalk,Home,67.98,1,,,
11488-5XVU72-1,11488-5XVU72,2018-03-23,Completed,11488,Sadye Tamburi,TX,440,Neptide,Outdoor,1363.5,1,,,
11526-3VRK21-1,11526-3VRK21,2017-03-07,Shipped,11526,Ashia Reeks,FL,420,Elentrix,Outdoor,484.8,1,,,
11976-1CVO10-1,11976-1CVO10,2017-02-16,Shipped,11976,Eldin Moncrieffe,MS,120,Polo Shirt,Clothing,38.16,1,,,
11976-1CVO10-2,11976-1CVO10,2017-02-16,Shipped,11976,Eldin Moncrieffe,MS,150,Skirt,Clothing,16.34,1,,,
10638-9DZJ76-1,10638-9DZJ76,2017-01-21,Shipped,10638,Korey Scrammage,CA,240,PortaCode,Electronics,20.75,1,,,
10638-9DZJ76-2,10638-9DZJ76,2017-01-21,Shipped,10638,Korey Scrammage,CA,230,Magnemo,Electronics,72.75,1,,,
10638-9DZJ76-3,10638-9DZJ76,2017-01-21,Shipped,10638,Korey Scrammage,CA,330,Optique,Home,89.1,1,,,
10108-6NOT19-1,10108-6NOT19,2017-06-04,Completed,10108,Rube Jimmes,FL,220,Compglass,Electronics,48.0,1,10045,Twitter,800
10108-6NOT19-2,10108-6NOT19,2017-06-04,Completed,10108,Rube Jimmes,FL,220,Compglass,Electronics,45.5,1,10045,Twitter,800
10108-6NOT19-3,10108-6NOT19,2017-06-04,Completed,10108,Rube Jimmes,FL,230,Magnemo,Electronics,66.0,1,10045,Twitter,800
10722-3VMR55-1,10722-3VMR55,2019-06-12,Shipped,10722,Elia Craig,ND,210,Artego,Electronics,93.0,1,10082,Amazon Store,2100
10722-3VMR55-2,10722-3VMR55,2019-06-12,Shipped,10722,Elia Craig,ND,130,Slacks,Clothing,32.32,1,10082,Amazon Store,2100
10722-3VMR55-3,10722-3VMR55,2019-06-12,Shipped,10722,Elia Craig,ND,230,Magnemo,Electronics,76.5,1,10082,Amazon Store,2100
11295-3UHW06-1,11295-3UHW06,2018-03-28,Shipped,11295,Sigfried Rawcliffe,OK,130,Slacks,Clothing,30.08,1,,,
